Asset name,Source URL,License,Attribution required?,File format downloaded,Approximate polygon/triangle count,One-line description,Folder/category,File path
kenney furniture-kit chair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chair.glb
kenney furniture-kit chairCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairCushion.glb
kenney furniture-kit chairDesk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairDesk.glb
kenney furniture-kit chairModernCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernCushion.glb
kenney furniture-kit chairModernFrameCushion,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairModernFrameCushion.glb
kenney furniture-kit chairRounded,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_chairRounded.glb
kenney furniture-kit coatRack,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRack.glb
kenney furniture-kit coatRackStanding,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_coatRackStanding.glb
kenney furniture-kit computerKeyboard,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerKeyboard.glb
kenney furniture-kit computerMouse,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerMouse.glb
kenney furniture-kit computerScreen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_computerScreen.glb
kenney furniture-kit desk,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_desk.glb
kenney furniture-kit deskCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_deskCorner.glb
kenney furniture-kit doorway,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorway.glb
kenney furniture-kit doorwayFront,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayFront.glb
kenney furniture-kit doorwayOpen,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_doorwayOpen.glb
kenney furniture-kit dryer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_dryer.glb
kenney furniture-kit floorCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCorner.glb
kenney furniture-kit floorCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorCornerRound.glb
kenney furniture-kit floorFull,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorFull.glb
kenney furniture-kit floorHalf,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_floorHalf.glb
kenney furniture-kit hoodLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodLarge.glb
kenney furniture-kit hoodModern,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_hoodModern.glb
kenney furniture-kit kitchenBar,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBar.glb
kenney furniture-kit kitchenBarEnd,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBarEnd.glb
kenney furniture-kit kitchenBlender,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenBlender.glb
kenney furniture-kit kitchenCabinet,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinet.glb
kenney furniture-kit kitchenCabinetCornerInner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerInner.glb
kenney furniture-kit kitchenCabinetCornerRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetCornerRound.glb
kenney furniture-kit kitchenCabinetDrawer,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetDrawer.glb
kenney furniture-kit kitchenCabinetUpper,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpper.glb
kenney furniture-kit kitchenCabinetUpperCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperCorner.glb
kenney furniture-kit kitchenCabinetUpperDouble,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperDouble.glb
kenney furniture-kit kitchenCabinetUpperLow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_kitchenCabinetUpperLow.glb
kenney furniture-kit kitchenCoffeeMachine,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenCoffeeMachine.glb
kenney furniture-kit kitchenFridge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridge.glb
kenney furniture-kit kitchenFridgeBuiltIn,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeBuiltIn.glb
kenney furniture-kit kitchenFridgeLarge,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeLarge.glb
kenney furniture-kit kitchenFridgeSmall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenFridgeSmall.glb
kenney furniture-kit kitchenMicrowave,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenMicrowave.glb
kenney furniture-kit kitchenSink,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenSink.glb
kenney furniture-kit kitchenStove,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenStove.glb
kenney furniture-kit kitchenStoveElectric,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_kitchenStoveElectric.glb
kenney furniture-kit lampRoundFloor,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampRoundFloor.glb
kenney furniture-kit lampRoundTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_lampRoundTable.glb
kenney furniture-kit lampSquareCeiling,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampSquareCeiling.glb
kenney furniture-kit lampSquareFloor,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Lighting,/home/ubuntu/BOPLUX_assets/Lighting/kenney_furniture-kit_lampSquareFloor.glb
kenney furniture-kit lampSquareTable,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_lampSquareTable.glb
kenney furniture-kit lampWall,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_lampWall.glb
kenney furniture-kit laptop,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_laptop.glb
kenney furniture-kit loungeChair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeChair.glb
kenney furniture-kit loungeChairRelax,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeChairRelax.glb
kenney furniture-kit loungeDesignChair,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignChair.glb
kenney furniture-kit loungeDesignSofa,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignSofa.glb
kenney furniture-kit loungeDesignSofaCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeDesignSofaCorner.glb
kenney furniture-kit loungeSofa,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofa.glb
kenney furniture-kit loungeSofaCorner,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaCorner.glb
kenney furniture-kit loungeSofaLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaLong.glb
kenney furniture-kit loungeSofaOttoman,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Furniture,/home/ubuntu/BOPLUX_assets/Furniture/kenney_furniture-kit_loungeSofaOttoman.glb
kenney furniture-kit paneling,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_paneling.glb
kenney furniture-kit pillow,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillow.glb
kenney furniture-kit pillowBlue,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowBlue.glb
kenney furniture-kit pillowBlueLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowBlueLong.glb
kenney furniture-kit pillowLong,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_pillowLong.glb
kenney furniture-kit plantSmall1,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall1.glb
kenney furniture-kit plantSmall2,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall2.glb
kenney furniture-kit plantSmall3,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_plantSmall3.glb
kenney furniture-kit pottedPlant,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Vegetation,/home/ubuntu/BOPLUX_assets/Vegetation/kenney_furniture-kit_pottedPlant.glb
kenney furniture-kit radio,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_radio.glb
kenney furniture-kit rugDoormat,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Structural_Kit,/home/ubuntu/BOPLUX_assets/Structural_Kit/kenney_furniture-kit_rugDoormat.glb
kenney furniture-kit rugRectangle,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_rugRectangle.glb
kenney furniture-kit rugRound,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_furniture-kit_rugRound.glb
kenney furniture-kit rugRounded,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Rocks_Terrain,/home/ubuntu/BOPLUX_assets/Rocks_Terrain/kenney_furniture-kit_rugRounded.glb
kenney furniture-kit rugSquare,https://kenney.nl/assets/furniture-kit,CC0 1.0,N,GLB,Not stated,"Furniture kit: chairs, tables, beds, cabinets and interior props.",Miscellaneous,/home/ubuntu/BOPLUX_assets/Miscellaneous/kenney_furniture-kit_rugSquare.glb
